7.44	-1	13.277
7.45	-1	12.855
7.46	-1	13.017
7.47	-1	12.813
7.48	-1	12.887
7.49	-1	12.607
7.5	-1	13.009
7.51	-1	12.176
7.52	-1	12.369
7.53	-1	11.617
7.54	-1	10.845
7.55	-1	11.603
7.56	-1	10.632
7.57	-1	9.9566
7.58	-1	10.738
7.59	-1	10.548
7.6	-1	10.229
7.61	-1	9.3757
7.62	-1	9.51
7.63	-1	8.856
7.64	-1	9.0568
7.65	-1	8.5216
7.66	-1	8.8433
7.67	-1	8.1513
7.68	-1	7.7588
7.69	-1	7.8507
7.7	-1	6.8551
7.71	-1	7.1404
7.72	-1	6.4122
7.73	-1	6.4832
7.74	-1	7.0414
7.75	-1	6.3656
7.76	-1	5.777
7.77	-1	5.9456
7.78	-1	5.6442
7.79	-1	5.0467
7.8	-1	4.3691
7.81	-1	5.6473
7.82	-1	4.525
7.83	-1	5.0734
7.84	-1	3.9764
7.85	-1	4.3681
7.86	-1	3.7973
7.87	-1	3.2463
7.88	-1	2.1997
7.89	-1	2.3808
7.9	-1	2.3246
7.91	-1	2.7413
7.92	-1	2.456
7.93	-1	1.8874
7.94	-1	1.4619
7.95	-1	1.5072
7.96	-1	0.72802
7.97	-1	1.2642
7.98	-1	0.13881
7.99	-1	-0.48835
8	1	-0.063882
8.01	1	-0.49721
8.02	1	0.65513
8.03	1	1.3768
8.04	1	0.29871
8.05	1	0.40817
8.06	1	1.3778
8.07	1	1.7074
8.08	1	2.5825
8.09	1	2.41
8.1	1	2.7135
8.11	1	2.3615
8.12	1	2.9918
8.13	1	3.78
8.14	1	3.8487
8.15	1	3.6195
8.16	1	3.8401
8.17	1	5.4513
8.18	1	4.6906
8.19	1	4.4388
8.2	1	4.7836
8.21	1	5.3343
8.22	1	6.1818
8.23	1	5.6111
8.24	1	6.0811
8.25	1	7.0993
8.26	1	7.0396
8.27	1	6.5136
8.28	1	6.5361
8.29	1	7.8701
8.3	1	7.4872
8.31	1	7.6938
8.32	1	7.313
8.33	1	6.9229
8.34	1	8.0596
8.35	1	9.4597
8.36	1	8.7531
8.37	1	8.8227
8.38	1	9.3235
8.39	1	10.1
8.4	1	9.6117
8.41	1	9.0562
8.42	1	10.137
8.43	1	11.306
8.44	1	11.667
8.45	1	11.828
8.46	1	11.734
8.47	1	11.84
8.48	1	11.467
8.49	1	12.605
8.5	1	12.117
8.51	1	12.987
8.52	1	12.316
8.53	1	13.191
8.54	1	14.128
8.55	1	13.595
8.56	1	14.204
8.57	1	14.216
8.58	1	14.29
8.59	1	14.877
8.6	1	14.749
8.61	1	15.536
8.62	1	15.15
8.63	1	15.347
8.64	1	15.785
8.65	1	16.738
8.66	1	16.744
8.67	1	17.206
8.68	1	18.086
8.69	1	17.07
8.7	1	17.226
8.71	1	18.177
8.72	1	17.908
8.73	1	18.545
8.74	1	18.868
8.75	1	19.164
8.76	1	18.938
8.77	1	20.228
8.78	1	19.431
8.79	1	18.997
8.8	1	19.685
8.81	1	20.645
8.82	1	21.201
8.83	1	20.572
8.84	1	21.864
8.85	1	21.321
8.86	1	21.236
8.87	1	22.261
8.88	1	21.825
8.89	1	21.645
8.9	1	21.048
8.91	1	23.119
8.92	1	23.271
8.93	1	22.757
8.94	1	22.901
8.95	1	22.636
8.96	1	23.582
8.97	1	23.962
8.98	1	24.957
8.99	1	24.67
9	1	26.047
9.01	1	24.914
9.02	1	24.943
9.03	1	25.621
9.04	1	26.091
9.05	1	26.332
9.06	1	26.583
9.07	1	26.965
9.08	1	27.289
9.09	1	27.084
9.1	1	26.963
9.11	1	27.797
9.12	1	28.57
9.13	1	29.333
9.14	1	28.428
9.15	1	28.069
